# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 10:16:48,Class A,266274000,58.177527,11.065123,Under way using engine,,4.9,205.1,206.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 12:53:56,Class A,266274000,58.02913,10.919603,Under way using engine,,3.0,0.7,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:53:59,Class A,266274000,58.029168,10.919563,Under way using engine,,2.9,350.0,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:02,Class A,266274000,58.02921,10.919593,Under way using engine,0.0,3.1,15.1,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:06,Class A,266274000,58.029263,10.919595,Under way using engine,,2.8,351.0,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:08,Class A,266274000,58.029312,10.919623,Under way using engine,,3.4,18.8,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:15,Class A,266274000,58.029392,10.919597,Under way using engine,,2.7,357.2,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:19,Class A,266274000,58.029465,10.919715,Under way using engine,,3.5,27.8,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:22,Class A,266274000,58.029503,10.919702,Under way using engine,,2.8,0.9,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:26,Class A,266274000,58.02954,10.919657,Under way using engine,,2.9,351.5,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:29,Class A,266274000,58.029583,10.919705,Under way using engine,,3.2,17.1,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:32,Class A,266274000,58.029628,10.919738,Under way using engine,0.0,3.1,14.2,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:39,Class A,266274000,58.029718,10.919692,Under way using engine,,3.1,5.2,345.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:39,Class A,266274000,58.029718,10.919692,Under way using engine,,3.2,16.1,345.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:42,Class A,266274000,58.029765,10.91975,Under way using engine,,3.3,17.0,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:49,Class A,266274000,58.029853,10.91969,Under way using engine,,3.0,357.9,345.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:52,Class A,266274000,58.029897,10.919728,Under way using engine,0.0,2.9,11.4,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:54:59,Class A,266274000,58.029987,10.919702,Under way using engine,,2.9,356.7,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:55:08,Class A,266274000,58.030122,10.9197,Under way using engine,,2.9,346.2,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:55:19,Class A,266274000,58.030273,10.919707,Under way using engine,0.0,2.9,355.3,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:55:29,Class A,266274000,58.030397,10.91974,Under way using engine,,2.9,354.4,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:55:48,Class A,266274000,58.030672,10.919762,Under way using engine,0.0,3.0,3.0,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:55:59,Class A,266274000,58.030803,10.919782,Under way using engine,,2.7,2.0,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:56:08,Class A,266274000,58.030937,10.91979,Under way using engine,,3.1,342.2,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:56:22,Class A,266274000,58.031115,10.91986,Under way using engine,,3.0,356.7,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:56:25,Class A,266274000,58.03117,10.919907,Under way using engine,,3.6,29.9,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:56:29,Class A,266274000,58.031213,10.919952,Under way using engine,,3.1,15.2,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:56:33,Class A,266274000,58.031262,10.919882,Under way using engine,,2.8,351.1,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:56:49,Class A,266274000,58.031487,10.919993,Under way using engine,0.0,3.1,15.0,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:56:59,Class A,266274000,58.03162,10.919997,Under way using engine,,3.0,9.9,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:08,Class A,266274000,58.031758,10.919992,Under way using engine,,2.9,4.3,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:19,Class A,266274000,58.03191,10.920032,Under way using engine,,3.0,10.0,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:29,Class A,266274000,58.032032,10.92002,Under way using engine,,2.9,0.1,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:39,Class A,266274000,58.032165,10.920002,Under way using engine,,3.3,14.4,341.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:46,Class A,266274000,58.032267,10.920035,Under way using engine,,3.1,327.7,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:53,Class A,266274000,58.032362,10.920155,Under way using engine,,3.1,17.7,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:56,Class A,266274000,58.032398,10.92009,Under way using engine,,2.9,341.6,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:57:59,Class A,266274000,58.032437,10.920077,Under way using engine,,2.9,359.1,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:02,Class A,266274000,58.032477,10.92014,Under way using engine,,3.1,22.4,347.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:06,Class A,266274000,58.032528,10.920152,Under way using engine,,2.7,359.9,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:08,Class A,266274000,58.032565,10.920107,Under way using engine,,2.8,348.5,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:12,Class A,266274000,58.032607,10.920125,Under way using engine,,2.9,7.0,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:15,Class A,266274000,58.032655,10.920182,Under way using engine,,3.3,19.2,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:21,Class A,266274000,58.032727,10.92012,Under way using engine,,2.7,352.2,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:24,Class A,266274000,58.032773,10.92015,Under way using engine,,3.1,10.5,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:32,Class A,266274000,58.03288,10.920165,Under way using engine,,2.9,356.8,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:48,Class A,266274000,58.033107,10.920165,Under way using engine,,2.9,0.9,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:58:59,Class A,266274000,58.033245,10.92018,Under way using engine,,2.9,353.0,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:59:10,Class A,266274000,58.033397,10.920182,Under way using engine,,3.0,351.0,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:59:19,Class A,266274000,58.033533,10.92023,Under way using engine,,2.9,8.8,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:59:29,Class A,266274000,58.03366,10.92026,Under way using engine,0.0,3.2,10.4,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:59:39,Class A,266274000,58.033808,10.92025,Under way using engine,0.0,3.0,353.2,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:59:52,Class A,266274000,58.033972,10.920318,Under way using engine,,3.1,23.5,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:59:56,Class A,266274000,58.034025,10.920355,Under way using engine,,2.8,359.6,1.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 12:59:59,Class A,266274000,58.034063,10.920323,Under way using engine,0.0,3.0,356.1,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:00:10,Class A,266274000,58.034212,10.920397,Under way using engine,0.0,3.0,11.1,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:00:19,Class A,266274000,58.03435,10.920415,Under way using engine,0.0,3.1,1.4,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:00:28,Class A,266274000,58.03446,10.920423,Under way using engine,,2.8,351.4,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:00:48,Class A,266274000,58.034732,10.92049,Under way using engine,,2.7,6.9,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:00:59,Class A,266274000,58.034872,10.920515,Under way using engine,,3.4,20.0,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:06,Class A,266274000,58.03496,10.92046,Under way using engine,,2.8,349.0,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:10,Class A,266274000,58.035013,10.920548,Under way using engine,,3.2,23.7,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:13,Class A,266274000,58.035053,10.920553,Under way using engine,,2.9,7.8,358.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:15,Class A,266274000,58.03508,10.92054,Under way using engine,,2.9,0.0,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:19,Class A,266274000,58.035145,10.920538,Under way using engine,,2.8,8.9,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:26,Class A,266274000,58.035235,10.920647,Under way using engine,,3.2,18.7,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:28,Class A,266274000,58.035258,10.92058,Under way using engine,,3.2,335.8,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:42,Class A,266274000,58.035438,10.92065,Under way using engine,,3.1,25.9,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:45,Class A,266274000,58.035477,10.920715,Under way using engine,,3.0,20.7,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:49,Class A,266274000,58.03553,10.92068,Under way using engine,,2.7,351.4,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:52,Class A,266274000,58.035567,10.920665,Under way using engine,,2.9,357.3,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:01:58,Class A,266274000,58.03565,10.920753,Under way using engine,,2.9,2.7,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:02:04,Class A,266274000,58.035725,10.920688,Under way using engine,,3.1,9.2,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:02:10,Class A,266274000,58.035808,10.920743,Under way using engine,,3.0,358.4,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:02:14,Class A,266274000,58.035857,10.920713,Under way using engine,0.0,2.9,2.2,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:02:19,Class A,266274000,58.035935,10.920765,Under way using engine,,2.9,15.6,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:02:22,Class A,266274000,58.035958,10.92076,Under way using engine,,2.8,352.1,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:02:39,Class A,266274000,58.036182,10.920773,Under way using engine,,2.7,6.4,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:02:49,Class A,266274000,58.036297,10.920783,Under way using engine,,2.9,3.3,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:05,Class A,266274000,58.03651,10.920867,Under way using engine,,3.1,17.2,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:08,Class A,266274000,58.036547,10.920908,Under way using engine,,3.0,13.5,0.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:12,Class A,266274000,58.036597,10.920872,Under way using engine,0.0,2.8,358.3,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:19,Class A,266274000,58.036708,10.920958,Under way using engine,,3.1,10.3,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:21,Class A,266274000,58.036722,10.920942,Under way using engine,,2.9,346.3,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:25,Class A,266274000,58.036785,10.920912,Under way using engine,,3.0,13.3,350.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:31,Class A,266274000,58.036862,10.92094,Under way using engine,,2.7,353.5,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:39,Class A,266274000,58.036967,10.920978,Under way using engine,,2.9,17.3,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:41,Class A,266274000,58.036978,10.920983,Under way using engine,0.0,2.8,9.5,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:03:56,Class A,266274000,58.037192,10.921023,Under way using engine,,2.9,356.2,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:05,Class A,266274000,58.03731,10.921097,Under way using engine,,3.2,24.4,358.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:08,Class A,266274000,58.03733,10.92106,Under way using engine,,2.9,345.5,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:15,Class A,266274000,58.037423,10.92109,Under way using engine,,3.3,24.0,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:19,Class A,266274000,58.037473,10.921125,Under way using engine,,2.8,0.8,1.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:26,Class A,266274000,58.037555,10.921105,Under way using engine,,2.8,14.1,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:36,Class A,266274000,58.037673,10.92112,Under way using engine,,2.7,350.4,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:39,Class A,266274000,58.037712,10.921195,Under way using engine,,3.1,29.9,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:42,Class A,266274000,58.03775,10.92123,Under way using engine,,2.6,7.2,358.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:49,Class A,266274000,58.037842,10.92121,Under way using engine,,3.0,13.5,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:52,Class A,266274000,58.037885,10.921237,Under way using engine,,3.1,18.0,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:55,Class A,266274000,58.037927,10.921258,Under way using engine,,2.9,11.3,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:04:59,Class A,266274000,58.037982,10.921218,Under way using engine,,2.9,356.6,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:06,Class A,266274000,58.038073,10.92131,Under way using engine,,3.1,5.0,1.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:08,Class A,266274000,58.038105,10.921272,Under way using engine,,3.1,342.8,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:19,Class A,266274000,58.03826,10.921317,Under way using engine,,3.2,348.5,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:21,Class A,266274000,58.038295,10.921293,Under way using engine,0.0,2.8,358.7,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:25,Class A,266274000,58.038348,10.921307,Under way using engine,,2.9,10.6,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:31,Class A,266274000,58.038418,10.921372,Under way using engine,,2.8,356.2,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:39,Class A,266274000,58.038518,10.921345,Under way using engine,,2.5,12.1,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:49,Class A,266274000,58.038662,10.921338,Under way using engine,,2.6,12.5,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:05:59,Class A,266274000,58.03879,10.921343,Under way using engine,,3.0,3.7,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:06:08,Class A,266274000,58.038913,10.921382,Under way using engine,,2.8,9.2,358.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:06:19,Class A,266274000,58.039058,10.921408,Under way using engine,,2.9,359.1,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:06:59,Class A,266274000,58.039608,10.921492,Under way using engine,,2.9,15.2,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:07:08,Class A,266274000,58.039733,10.921492,Under way using engine,0.0,3.0,3.8,353.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:07:19,Class A,266274000,58.039872,10.921528,Under way using engine,,2.9,14.4,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:07:39,Class A,266274000,58.040138,10.921567,Under way using engine,,2.7,356.9,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:07:59,Class A,266274000,58.040405,10.921608,Under way using engine,,2.9,358.7,358.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:08:59,Class A,266274000,58.041185,10.921863,Under way using engine,,3.0,7.2,0.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:09:19,Class A,266274000,58.041452,10.921868,Under way using engine,,2.9,359.9,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:09:29,Class A,266274000,58.041577,10.921893,Under way using engine,0.0,2.9,5.2,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:10:20,Class A,266274000,58.042252,10.922098,Under way using engine,,2.7,9.1,355.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:11:11,Class A,266274000,58.042902,10.922328,Under way using engine,,2.8,28.1,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 13:11:11,Class A,266274000,58.042902,10.922328,Under way using engine,,2.8,28.1,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
